,Age,Sex,Interest,Clicks,Purchased
726,35.243752759172814,Unclassified,7.0,1,191.18266353011057
727,48.21818938773395,Unclassified,4.0,0,0.0
729,44.15200773913225,M,6.0,0,0.0
730,52.79211545610946,Unclassified,3.0,0,0.0
731,49.04706374023731,F,6.0,1,0.0
732,52.34975835469093,F,5.0,2,141.57810412540675
735,39.58155616990967,F,4.0,2,169.6552571486293
737,36.349035510397734,Unclassified,3.0,1,0.0
738,43.75421533151405,M,7.0,4,445.70747040964676
739,47.51586839883224,F,1.0,0,0.0
740,70.97997610977711,F,3.0,1,80.15336569550392
741,51.5026281333635,Unclassified,4.0,0,0.0
742,39.497237117933594,F,2.0,1,0.0
743,63.14101881078421,F,7.0,2,0.0
745,26.085839642260392,F,3.0,2,0.0
746,34.11204851858165,M,7.0,1,0.0
748,60.171093775839786,F,7.0,2,414.81023595364655
749,26.72793593376369,M,6.0,1,0.0
750,23.782381444008045,F,8.0,1,0.0
753,66.49622329572475,F,5.0,3,274.76874818567785
754,21.668319875652656,M,7.0,2,97.75040733287126
755,29.93859061576165,M,9.0,1,0.0
756,70.74452459920325,M,7.0,2,152.70306731314224
757,41.9970613375983,F,7.0,2,0.0
758,51.404483975129764,F,6.0,1,0.0
761,31.42210923129669,F,1.0,0,0.0
762,66.58788775266484,M,7.0,8,330.6375063399073
763,30.163876542446445,M,7.0,2,161.54963254291516
764,72.22476366290007,M,7.0,2,32.802033459257736
765,35.60582545997549,Unclassified,6.0,2,89.50422198263243
767,40.48949640360277,F,4.0,2,128.62502369382238
768,65.95991017835023,F,3.0,4,401.2660244180626
769,18.926305984957793,Unclassified,8.0,2,126.4930802157911
770,65.29584721669613,F,3.0,1,147.9598077669019
771,46.1463597039599,F,1.0,0,0.0
773,17.30760016153661,M,9.0,4,161.5590843768786
774,29.284400812861467,M,10.0,3,300.52130666658104
776,41.80330397569569,M,8.0,0,0.0
777,18.911818960768827,F,4.0,0,0.0
779,60.45471459243509,M,3.0,1,55.04949864228806
780,36.32838680790853,M,2.0,1,145.2152733919431
781,72.95522732545216,Unclassified,7.0,0,0.0
782,65.1498315977994,M,7.0,1,17.757617016764467
783,54.76912353564607,F,8.0,3,280.4819024248274
784,30.268114031008505,M,8.0,5,265.46378104295934
787,21.678780550298434,Unclassified,3.0,0,0.0
788,28.071202148916292,Unclassified,9.0,1,34.80095158345777
789,48.50041608644952,F,5.0,3,0.0
790,49.59616031682186,F,10.0,3,0.0
791,52.548108551942256,F,4.0,1,31.412631599738003
792,38.45440125504825,M,4.0,0,0.0
793,59.38050013624909,M,5.0,0,0.0
794,33.31319326787282,M,7.0,0,0.0
795,28.911330953648104,F,5.0,4,0.0
796,66.61717154385144,M,4.0,1,20.570131889839026
797,37.50740441645728,M,9.0,3,368.31396308049773
800,20.520244926755755,F,7.0,4,427.555165980157
802,20.546399581254178,F,7.0,6,0.0
805,49.64489549727126,F,2.0,0,0.0
806,52.52532382095749,F,5.0,2,0.0
807,27.54674625797415,Unclassified,7.0,1,82.96595225474478
810,58.815838057033176,Unclassified,4.0,2,0.0
811,21.666647065232894,Unclassified,4.0,0,0.0
812,55.57396679323827,M,3.0,1,0.0
813,72.61292226836801,M,7.0,4,75.7571467465863
814,57.94445844367552,Unclassified,3.0,0,0.0
815,26.815140754171708,F,2.0,1,0.0
816,70.06042747688045,M,4.0,2,0.0
817,59.011036651754004,M,7.0,1,117.45100544000826
818,68.06972946893788,F,5.0,1,84.50433626002228
819,59.61044942220592,M,8.0,5,0.0
823,60.63318941850932,Unclassified,7.0,0,0.0
824,42.34419968773488,Unclassified,7.0,1,104.1692469658782
825,55.718686405424535,Unclassified,5.0,1,0.0
828,22.01517132619414,F,4.0,3,0.0
830,46.970133415857795,M,6.0,1,207.48380750412616
831,28.932428309248092,Unclassified,3.0,1,137.70371197781557
832,23.218616843395548,F,3.0,1,69.01138178856647
834,34.61257405620858,F,10.0,0,0.0
835,57.877471229707076,Unclassified,7.0,2,0.0
837,43.024295663058645,F,3.0,1,0.0
838,47.97924514510423,M,2.0,0,0.0
839,25.67029578392544,M,4.0,1,106.55251520121816
842,47.6204297358284,M,7.0,6,578.8500757636565
843,32.98347594296258,Unclassified,6.0,0,0.0
845,43.46095096892946,Unclassified,8.0,3,0.0
848,30.461319301626723,M,4.0,4,368.8715168544268
850,40.55377283061248,F,3.0,1,48.732964706226966
852,60.805078467305265,M,6.0,2,0.0
853,36.57851299626007,M,8.0,1,155.48480135385017
854,54.455763296380255,Unclassified,7.0,1,0.0
855,61.38357902610048,F,9.0,2,361.21245447433176
856,29.37931062892433,F,3.0,1,146.64302215494249
858,27.330837213563207,F,2.0,0,0.0
859,32.90428334320262,M,8.0,0,0.0
860,49.86744887618946,F,7.0,0,0.0
861,29.15095659409624,F,4.0,1,0.0
862,50.11826161143422,F,3.0,0,0.0
863,66.29285210535537,F,3.0,0,0.0
865,22.979692053750405,Unclassified,8.0,0,0.0
866,70.96969190564738,F,2.0,1,0.0
868,67.69115736711058,M,8.0,4,215.8850382420681
870,29.844723294421165,M,7.0,6,550.1900563550962
873,58.05820430550073,Unclassified,7.0,0,0.0
875,60.3521461936355,Unclassified,2.0,0,0.0
876,52.455396467933795,F,8.0,5,0.0
879,47.91376721730614,F,5.0,2,101.8738601497347
880,65.73931046902328,F,2.0,2,260.976087304947
881,70.46731406448309,F,5.0,1,80.4337576288374
882,54.03485172101939,F,7.0,0,0.0
883,56.624683855391325,Unclassified,7.0,0,0.0
884,46.670559357881004,F,2.0,1,0.0
886,64.60989041621843,F,1.0,3,697.58935702496
888,37.48159178896807,M,8.0,12,1262.1878468744137
890,31.53206028211707,F,5.0,0,0.0
891,58.518407508710865,Unclassified,5.0,2,33.95639597078274
892,72.63319265821114,Unclassified,5.0,1,0.0
893,46.01630922970265,F,2.0,2,165.70720769918356
894,34.56234812874533,Unclassified,6.0,0,0.0
895,52.429036595596635,M,4.0,1,0.0
896,40.26503559013056,Unclassified,8.0,3,220.17511586989843
898,44.430333054290784,M,2.0,2,0.0
899,64.70441486657845,M,4.0,0,0.0
900,23.70813656906485,F,6.0,6,378.5888213727271
902,64.06694662545235,M,2.0,1,27.101777885960598
903,18.64218642572176,M,7.0,1,103.55938338221152
904,48.64778575501712,Unclassified,7.0,0,0.0
906,38.833307512561646,Unclassified,7.0,0,0.0
908,42.34213747575366,F,2.0,1,0.0
909,36.79163869002653,M,7.0,5,428.7124523916719
910,14.036202021967064,F,4.0,4,0.0
911,43.172721822299835,F,7.0,2,446.25684874446904
912,59.30670046476246,M,6.0,3,0.0
914,31.384881259673016,F,4.0,1,0.0
915,60.09854214022155,F,8.0,5,0.0
916,71.05018306521276,M,8.0,6,339.2327215597627
917,61.95692121922674,Unclassified,3.0,1,0.0
918,32.789954926640505,F,9.0,6,0.0
919,40.81406914821992,M,3.0,0,0.0
920,57.86604537902583,F,5.0,4,199.37041672110564
921,58.22176889956588,M,2.0,1,103.7996665767448
922,50.019344489050596,F,9.0,0,0.0
923,30.593470584929396,M,5.0,2,109.03501507408029
924,52.61724358456765,Unclassified,5.0,0,0.0
925,41.5869900138419,F,3.0,0,0.0
926,15.745570031201034,M,9.0,0,0.0
927,43.11133973414483,M,7.0,3,0.0
928,28.730283018703968,Unclassified,7.0,0,0.0
929,56.16984101642827,M,6.0,2,113.21911093054612
930,61.120157538835876,Unclassified,3.0,0,0.0
931,57.368481814855315,F,7.0,0,0.0
932,28.109020084772695,F,2.0,1,173.23668189154978
934,50.78690892246181,Unclassified,9.0,1,126.34220643710741
935,50.54504730351508,Unclassified,4.0,0,0.0
936,49.45064498338407,F,3.0,3,417.8951833556193
937,69.70823021716117,Unclassified,3.0,0,0.0
938,36.36913990733129,F,8.0,0,0.0
939,70.6414904389967,F,1.0,0,0.0
940,13.19245959693567,F,9.0,2,26.009135897793186
941,38.0354248812026,Unclassified,1.0,0,0.0
945,27.675471137354243,M,8.0,6,709.1241317414061
946,45.19101161549362,F,4.0,1,18.346215569601075
947,58.8676608853493,Unclassified,3.0,0,0.0
948,53.8242750473782,Unclassified,6.0,0,0.0
949,47.1122409422423,F,3.0,1,36.180638602032985
950,36.72905236789755,F,3.0,2,273.3782553980891
951,44.714529160893726,F,9.0,1,0.0
952,19.22416014253104,Unclassified,2.0,0,0.0
953,22.283890636743415,F,5.0,0,0.0
954,54.225901344528914,F,7.0,0,0.0
956,47.01066447353595,F,8.0,2,0.0
957,53.524221559905634,F,7.0,1,63.98872987674658
959,44.59426582321464,F,9.0,5,444.01527432690335
960,35.06170844671075,F,3.0,0,0.0
962,60.27069494044449,M,6.0,2,0.0
963,22.089761615382017,M,8.0,3,0.0
964,42.7488483095724,M,3.0,0,0.0
965,37.523689947904074,F,4.0,0,0.0
969,53.29878579745301,M,7.0,1,0.0
970,50.759443453352716,M,7.0,3,325.44014459282494
971,49.364725412932955,M,2.0,2,0.0
972,34.09582115403178,Unclassified,5.0,0,0.0
973,30.502067932341934,M,3.0,1,54.7313818649911
974,64.71378723971303,F,7.0,2,0.0
976,48.96873637550037,F,2.0,1,127.13001526333592
980,25.5350430062889,F,3.0,0,0.0
981,39.60890349576755,M,7.0,3,130.96370617014026
982,46.154714540793094,Unclassified,3.0,1,121.55303738614585
983,44.11329651429359,F,5.0,0,0.0
985,20.820093159395825,F,6.0,3,0.0
986,60.855837128046645,M,7.0,1,198.79603490803643
987,42.90819505895947,M,6.0,6,0.0
988,18.7243908218704,M,9.0,0,0.0
989,35.64803671001911,F,8.0,3,225.56395531512933
990,20.59478621589419,F,8.0,2,161.680440811028
991,62.27433655192228,M,6.0,13,529.4033653485881
992,65.76097452780192,M,9.0,2,53.03013173116655
993,66.91246666177199,Unclassified,3.0,0,0.0
994,50.68962095248101,F,8.0,5,0.0
995,55.486016815192514,F,5.0,0,0.0
996,63.100008228921304,Unclassified,3.0,2,87.61436269318018
998,24.428633447836518,M,9.0,1,0.0
1000,40.07863544096472,M,7.0,3,468.4700306831128
1001,66.98297406166631,F,3.0,1,0.0
1002,52.26005299208212,Unclassified,10.0,1,0.0
1003,69.50211309322074,Unclassified,2.0,0,0.0
1005,58.81256437067998,Unclassified,8.0,0,0.0
1006,27.914156751677066,M,5.0,0,0.0
1007,51.654643164195754,Unclassified,7.0,1,133.49168804887864
1009,31.103643539371923,M,7.0,7,554.7654239711283
1010,36.41063751960213,F,5.0,1,0.0
1011,25.93887022621851,F,7.0,5,0.0
1012,33.4237961404873,F,8.0,3,242.0210236421913
1013,55.52809975947147,F,8.0,0,0.0
1014,43.47179436934244,M,10.0,1,79.50695046426216
1015,38.29604260435383,F,4.0,0,0.0
1017,15.858327451767616,Unclassified,8.0,1,0.0
1019,71.12870071473534,Unclassified,6.0,1,0.23695763712043622
1020,74.15609337410586,Unclassified,2.0,0,0.0
1022,35.79855303093498,M,3.0,0,0.0
1023,47.521816634635435,Unclassified,6.0,0,0.0
1024,35.92402829399507,M,5.0,2,111.23146732664256
1025,20.278279800604526,Unclassified,2.0,0,0.0
1029,57.75508435941069,Unclassified,3.0,1,0.0
1030,71.81247000665925,M,3.0,0,0.0
1031,60.105671810680136,F,3.0,0,0.0
1032,35.260369487409655,Unclassified,9.0,1,65.55618450110333
1033,37.64182208641134,M,9.0,2,0.0
1035,47.134390696104454,F,6.0,2,192.0137370158443
1036,37.93363985702088,F,2.0,0,0.0
1039,25.564326855683458,F,3.0,1,0.0
1040,33.869749542027364,Unclassified,7.0,0,0.0
1041,47.92835611939368,Unclassified,5.0,0,0.0
1043,51.94153082948814,Unclassified,6.0,0,0.0
1044,55.11336950320505,M,7.0,7,568.402982802595
1045,12.556781219653267,Unclassified,4.0,0,0.0
1046,26.061882237449876,F,8.0,5,781.1873159036115
1047,64.57312501257616,M,4.0,0,0.0
1048,19.336423433835872,M,7.0,0,0.0
1049,26.42709550759413,F,3.0,0,0.0
1050,24.73751686611731,F,5.0,0,0.0
1051,70.11352376595109,F,2.0,3,198.19459568579367
1052,69.70090515787764,M,7.0,2,99.21013594391594
1053,46.87951569127064,M,4.0,2,0.0
1054,35.262223105567905,F,8.0,1,0.0
1055,68.24848980510359,M,10.0,4,0.0
1056,40.38590150947023,F,4.0,4,226.91348111530192
1057,69.29440117662847,Unclassified,5.0,1,9.105334266433584
1058,17.984774406252136,M,9.0,1,159.21527324089263
1059,60.496207566686074,M,9.0,3,0.0
1060,55.03739657334232,M,2.0,2,95.42887224349175
1061,55.244184652913226,F,5.0,3,244.5034833180837
1062,32.97450772039805,M,6.0,5,653.42870277582
1063,55.25617765805542,M,7.0,2,0.0
1064,48.59382283965349,Unclassified,7.0,1,0.0
1065,54.59337847975825,F,5.0,6,375.3262021338346
1066,61.84184473621915,Unclassified,10.0,2,134.35642132789457
1068,63.07786126895379,M,3.0,1,120.19702978106218
1069,33.7027023958449,Unclassified,4.0,0,0.0
1071,21.278522656901963,Unclassified,7.0,1,0.0
1072,68.31453654323394,M,7.0,6,168.22246389106425
1073,37.485155018413295,M,7.0,6,551.9594650461214
1075,34.405768075938866,F,4.0,1,0.0
1076,49.040648401294135,F,3.0,1,0.0
1077,35.63276875891124,M,7.0,2,223.9977904870581
1080,60.81980384493428,M,10.0,8,0.0
1081,62.63951903959993,Unclassified,7.0,2,55.968876857281046
1082,31.66897537278426,Unclassified,5.0,0,0.0
1084,64.172674977607,M,7.0,4,263.73611628375977
1085,38.87231350312615,F,1.0,0,0.0
1086,13.83844886656674,Unclassified,8.0,0,0.0
1087,69.13657481046332,Unclassified,4.0,1,6.992625348178968
1088,41.32458021243493,M,9.0,3,496.04100221667056
1090,49.903658699719976,F,5.0,0,0.0
1091,51.516418356734874,F,9.0,3,173.111972656084
1092,48.288788305071016,Unclassified,2.0,0,0.0
1093,49.20057727588212,M,2.0,2,0.0
1096,26.490555785398694,F,4.0,2,414.4813808707595
1097,46.110798663438466,M,6.0,7,624.3554181036903
1099,22.297715674763666,M,6.0,5,412.4899191782655
1100,21.378365981822363,F,5.0,2,125.38686585896492
1102,15.260084742252193,F,9.0,2,122.33268300838532
1104,68.49310260711755,M,8.0,4,124.52157819089709
1105,32.025448758384776,M,3.0,0,0.0
1106,32.35042796624366,F,2.0,0,0.0
1108,55.320467057807456,M,7.0,1,249.6802118849902
1109,54.43536758400223,M,6.0,5,127.23413155384252
1110,17.863753243642414,M,8.0,3,381.012332722743
1111,58.75563681801438,M,8.0,3,94.20224371142423
1112,47.50306739721111,F,8.0,2,0.0
1113,21.393368454530687,F,7.0,4,199.36445758849703
1115,60.09907255157578,Unclassified,3.0,0,0.0
1116,61.21184094127591,F,10.0,3,803.0305983446441
1117,61.47922928410371,Unclassified,10.0,1,0.0
1118,20.3868054906008,M,7.0,3,0.0
1119,42.45915002533207,M,6.0,2,0.0
1120,41.784098493364965,M,3.0,0,0.0
1121,45.500550555033236,M,8.0,1,0.0
1122,15.434856775758556,F,6.0,1,17.555755321197758
1123,59.017110338109354,M,3.0,0,0.0
1124,41.654139226357074,M,5.0,1,173.3768360606035
1125,50.688865382278635,F,7.0,1,63.3966544328744
1126,29.879921915381065,F,3.0,4,472.26568279822084
1127,48.421570434607574,M,5.0,1,0.0
1128,32.8216293379611,F,6.0,1,0.0
1129,55.28532438095616,M,10.0,7,0.0
1131,19.916523840565826,M,5.0,1,47.73595690705405
1132,24.42422141377383,Unclassified,8.0,3,185.41982395873418
1133,32.00262642962828,F,3.0,0,0.0
1134,56.46195701475677,F,3.0,1,84.6715692556113
1136,28.257380416021437,M,4.0,1,140.0686150200308
1137,58.59333709709952,M,4.0,0,0.0
1138,34.93846352398261,F,3.0,6,680.8886295368884
1139,43.28512656801358,F,7.0,7,516.2245642980549
1140,40.63880772655288,Unclassified,3.0,0,0.0
1141,38.17399880584723,M,3.0,0,0.0
1142,30.04012931776018,Unclassified,9.0,1,59.491203903941816
1143,35.22997252436231,F,8.0,0,0.0
1144,23.96851367673449,Unclassified,5.0,1,0.0
1145,21.91241349044146,Unclassified,8.0,1,47.680535436460175
1148,24.91896031265447,F,4.0,1,89.71826141205142
1149,17.205868058920963,Unclassified,2.0,0,0.0
1150,49.3952029662695,M,4.0,5,295.94287385639984
1151,53.077070476364725,Unclassified,3.0,0,0.0
1152,50.94095448253646,F,2.0,0,0.0
1153,29.091098675751258,M,8.0,4,0.0
1154,29.63265725759296,M,7.0,0,0.0
1155,18.576591269467563,Unclassified,2.0,0,0.0
1156,27.16120540810766,Unclassified,8.0,1,168.3246396722993
1157,68.13593656023832,F,3.0,1,0.0
1158,43.632251838662754,M,2.0,1,0.0
1159,61.38626648560339,Unclassified,8.0,1,81.50063095689609
1160,69.75194991690435,F,8.0,1,77.0100283672402
1161,49.19696635382036,F,7.0,2,180.02191280224298
1162,53.78438214811913,F,4.0,0,0.0
1163,69.66771386020432,Unclassified,3.0,1,84.61109281924834
1164,22.363383643629312,M,7.0,1,0.0
1167,30.54057301128884,M,5.0,1,0.0
1168,61.36776914553655,M,6.0,0,0.0
1169,40.45977533527752,Unclassified,3.0,1,0.0
1170,14.742832213333566,M,8.0,2,0.0
1172,70.30304853788064,M,6.0,0,0.0
1173,14.249160114906346,F,7.0,1,0.0
1174,34.01954361382826,F,7.0,0,0.0
1175,22.7862512366481,F,8.0,2,89.20207314565792
1176,39.18217890909303,M,7.0,6,543.8421912202615
1177,27.999262802736258,Unclassified,10.0,2,341.771998775132
1178,35.52278090039158,F,7.0,1,0.0
1180,24.946933530491428,M,3.0,0,0.0
1181,39.014999178997314,F,1.0,0,0.0
1182,23.969787091823363,F,1.0,0,0.0
1183,36.208029210156596,F,8.0,4,180.87309063446378
1184,44.23172614022004,M,6.0,1,227.28254596055655
1185,19.389734947075326,M,3.0,0,0.0
1188,29.2833575312659,F,2.0,1,0.0
1189,66.95256517166597,F,6.0,2,332.25962034106567
1190,34.29432164211171,F,9.0,2,0.0
1191,38.602177242241666,F,1.0,2,176.67062908660736
1192,62.5668805839428,F,4.0,1,0.0
1195,16.16985741010823,Unclassified,6.0,1,41.9769688854017
1196,45.716763628821994,F,3.0,1,14.138942022873875
1198,59.0972999774917,M,8.0,4,0.0
1199,57.672468566112435,Unclassified,7.0,2,0.0
1201,61.65583084620395,Unclassified,2.0,1,0.0
1202,59.556068669427,F,3.0,1,42.65612482422249
1204,67.99089555504489,Unclassified,9.0,0,0.0
1205,64.35805465242348,Unclassified,5.0,0,0.0
1206,33.70409610729608,Unclassified,7.0,0,0.0
1207,13.638836386380023,F,5.0,1,0.0
1208,32.61017682166855,M,6.0,4,485.7552951283821
1209,27.41009103370235,M,8.0,2,0.0
1210,16.035487970635195,M,4.0,1,0.0
1211,30.938427063491897,F,5.0,1,0.0
1212,30.55367230899362,Unclassified,2.0,0,0.0
1214,32.89298050623655,F,6.0,1,0.0
1215,11.259176400828146,F,8.0,1,0.0
1216,45.88241718952646,F,8.0,3,59.4792123221833
1219,24.904170449070598,F,7.0,2,0.0
1220,47.05956201227856,F,3.0,2,0.0
1222,67.07844980960948,F,6.0,2,193.95726053120612
1223,19.847910667578503,M,6.0,0,0.0
1224,63.98804736692502,Unclassified,6.0,0,0.0
1225,42.18809101124247,F,8.0,0,0.0
1226,40.488155513433114,Unclassified,5.0,1,105.49662680134276
1227,38.11560592603172,F,4.0,2,0.0
1228,41.47557916290431,M,6.0,5,710.6424778554306
1229,54.45981763677269,Unclassified,3.0,1,79.53185437213807
1230,65.40748295251822,F,3.0,3,0.0
1231,32.94760460469247,M,8.0,1,0.0
1232,59.95690598438445,M,9.0,9,0.0
1233,65.05209552587709,M,8.0,3,0.0
1235,57.34990431192229,F,9.0,1,145.1037335834643
1236,44.55922373370494,Unclassified,8.0,1,45.01774309138919
1237,63.0571185714893,F,6.0,2,276.2344910600293
1238,43.68728732539098,M,3.0,0,0.0
1241,22.813036007612897,F,5.0,2,236.50894580217005
1242,41.95968649096921,M,7.0,7,0.0
1244,20.774964317746516,M,3.0,1,268.31690881802393
1245,62.67926456844062,F,5.0,0,0.0
1247,18.54510316031518,F,7.0,3,0.0
1248,64.99503543496144,F,5.0,0,0.0
1251,45.5722034880872,F,5.0,0,0.0
1252,18.081839420283366,M,8.0,5,0.0
1253,38.246146205311334,Unclassified,7.0,2,0.0
1255,68.46281129437835,M,1.0,1,34.01309745863464
1257,35.73622181000206,M,8.0,1,0.0
1259,15.963731518082191,M,8.0,3,153.11824094196223
1260,34.195025813845376,M,7.0,7,543.4018212515707
1262,62.4512173353156,M,9.0,4,374.48058341528593
1263,38.47673172031344,F,4.0,3,189.172923216838
1264,51.661207886048246,M,4.0,3,323.5117950402607
1265,30.768311264900028,F,2.0,0,0.0
1266,42.13578337597763,F,7.0,1,58.754821736035375
1268,20.176266755529937,F,1.0,0,0.0
1272,42.41596717207158,M,9.0,5,519.278460139298
1273,25.658918676978296,M,10.0,1,94.67048976038443
1275,71.52483843346107,M,3.0,0,0.0
1276,39.3721061449405,F,4.0,1,0.0
1277,31.27737323197901,F,2.0,3,396.0022968510961
1278,44.764120659359406,M,8.0,2,0.0
1279,22.130785428074667,M,4.0,0,0.0
1280,29.80510904730006,F,4.0,1,354.8457333017157
1282,57.49086504444657,M,9.0,6,337.2706131262516
1283,24.890215996865408,M,7.0,1,0.0
1284,13.261129398062643,Unclassified,10.0,1,0.0
1285,10.273203507091386,F,5.0,3,99.65041666038562
1287,60.17706267428547,F,1.0,1,207.72714481553336
1288,25.08958500627171,M,7.0,2,276.7183548324237
1289,39.403706786606875,Unclassified,6.0,0,0.0
1290,42.01437663567777,F,5.0,0,0.0
1291,57.392889758482326,F,8.0,1,89.65227478336277
1292,34.813067335499994,F,4.0,1,69.56744856111145
1293,15.35240732863787,F,10.0,0,0.0
1294,65.81325940562206,M,3.0,0,0.0
1295,38.600442037218116,F,4.0,1,0.0
1296,55.939407010227384,M,7.0,1,84.2067399410797
1298,69.64982114357785,F,2.0,0,0.0
1299,68.51170325293826,F,3.0,1,98.19579562747144
1300,50.1046876983266,M,6.0,5,243.1897519629591
1302,29.60550898988457,F,3.0,0,0.0
1304,51.027275228487845,F,6.0,4,0.0
1305,66.96207616087489,M,7.0,0,0.0
1306,16.555229153637654,M,8.0,1,37.33999973812503
1307,61.474695415613766,Unclassified,4.0,1,22.379592951412842
1308,26.795244127045823,M,2.0,2,130.66240579106162
1309,24.09757650352807,F,2.0,0,0.0
1310,27.863756631493782,Unclassified,6.0,0,0.0
1313,30.991419086299732,F,6.0,1,328.8571181376477
1316,33.298965747756924,M,8.0,2,262.0746264678884
1317,62.11230279747001,F,2.0,0,0.0
1318,44.98619824906888,M,6.0,3,219.12796985641268
1319,24.118991927588663,M,8.0,5,0.0
1322,19.244372508219293,M,7.0,6,452.33093479502855
1323,25.834641436343507,F,3.0,4,330.78870172616564
1324,51.306510526130886,M,3.0,0,0.0
1325,21.185771952261604,F,5.0,0,0.0
1326,60.62308103925029,F,7.0,1,0.0
1329,30.90921122030054,M,6.0,1,0.0
1330,23.621441946085703,M,3.0,2,133.77939679891838
1331,70.59252014292872,M,8.0,3,0.0
1332,29.887106925200527,F,3.0,1,0.0
1333,62.71228657634152,M,6.0,4,0.0
1334,32.08860274625876,F,4.0,1,77.40996292530427
1336,22.296215252485013,Unclassified,3.0,0,0.0
1338,67.91440496988375,M,7.0,2,91.07254243849883
1339,39.990932690379616,M,2.0,2,160.3680885874192
1343,41.66823771260765,F,8.0,3,0.0
1345,32.08581999828282,M,8.0,3,327.1710743542914
1346,68.0652346223566,M,4.0,1,0.0
1347,70.36781325206059,M,7.0,5,0.0
1348,49.49483206893361,M,3.0,2,181.30694063696652
1350,50.812055223746256,M,10.0,4,0.0
1351,33.383740039362486,Unclassified,6.0,1,248.4135575296171
1352,53.24952773368545,M,8.0,4,0.0
1353,30.51615375547661,M,6.0,0,0.0
1355,48.44295126424583,F,7.0,1,227.472958615066
1358,43.68634032079267,M,9.0,3,438.3458478455243
1359,23.26734678478676,M,8.0,1,0.0
